Category,Sms
scam,hela tuma kwa namba hii 0617488472 jina ABDALLAH MWANAKU
trust,Tutaenda wapi wikiendi hii?
scam,Utanitumia kwenye ii 0698018072 halotel jina SAID MTAALAM  namba yangu inadeni usiitumie
scam,"IYO PESA ITUME KWENYE NAMBA HII 0755667788 JINA ITALETA JENEROZA ROCK BENEDICTO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,Utanitumia kwenye ii 0787-406-889 vodacom jina PEREGIA FILIPO namba yangu inadeni usiitumie
scam,"Imethibitishwa, namba yako ya 0782734560 imejishindia TSH 4,000,000 kutoka TUZO POINT. Piga 0782734560 ili kupokea pesa yako."
scam,Iyo ela tuma humu kwenye voda 0689592818 Jina lije LUKA KIMBANGU.
trust,"Kocha wa Simba ameonyesha mbinu mpya za kushambulia, timu inazidi kuimarika."
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA HALOTEL NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
trust,"Nimemaliza kuandika ripoti, nitakutumia baadaye."
trust,"Hata kama Arsenal wameshinda jana, bado wanahitaji mshambuliaji wa nguvu zaidi."
scam,Iyo ela tuma humu kwenye Vodacom 0784862618 Jina lije PEREGIA FILIPO
scam,"Congratulations! Your CV has passed. You can get 4,000,000TZS in a day. for details: wa.me/2550782435667"
scam,TUMIA NAMBA HII (0617488472)KUNITUMIA IYO HELA JINA LITAONYESHA (JUMA SIKAREKO)
scam,tuma kwenye namba hii ya M-Pesa 0782734560 jina litakuja MARIAM NDUGAI Ukituma unijulishe
trust,"Nina tatizo na printer, je, unaweza kunisaidia?"
trust,Naomba unisaidie na kazi hii ngumu.
scam,Utanitumia kwenye ii 0698945621 TIGO jina SAID MTAALAM  namba yangu inadeni usiitumie
trust,"Simba wanahitaji winga mpya wa kasi, wa sasa hawafanyi kazi ipasavyo."
trust,"Habari mpenzi, leo nimekumiss sana. Nakutakia siku njema."
scam,"We need urgently Need Staff salary 2,000,000TZS. Reach HR team at: wa.me/2550695567435."
scam,Nitumie tu kwenye hii Airtel 0767274553 jina JOACHIM KAPUFI.
trust,Hali ya barabara leo ilikuwa mbaya sana.
scam,"voda ZYBU Imethibitishwa namba yako ya 065 ... imeshinda Tsh2,000,000.00/=million kutoka OFA YAKO ilikupokea hela yako piga 0698018072 Asante"
scam,0782734560 Jina litakuja NASHONI MBIRIBI Nitumie kwenye hiyo airtel
scam,MPIGIE MZEE LINUSI MALALO WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0696530433
scam,Iyo Pesa itume humu kwenye AIRTEL 0788542784 jina lije HADIJA LAI.
scam,TUMIA NAMBA HII (0675259049)KUNITUMIA IYO HELA JINA LITAONYESHA (FEBU SHADI WILISON)
scam,"Mpigie Mzee MWANAIDI KHAMISI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0689592818"
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya Tigo. Mbona kimya na siku zinazidi kwenda...?
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0767274553"
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,Nitumie tu kwenye hii Tigo 0733822240 jina SALOME KALUNGA.
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA tigo NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
trust,Nimepata picha nzuri za likizo yetu. Nitazituma ili uone.
scam,Utanitumia. kwemye namba 0784862618 ya Tigo jina Magomba Maila.
scam,Iyo ela tuma humu kwenye TIGO 0773409724 Jina lije NASHONI MBIRIBI.
trust,"Ulitoka wapi jana usiku? Nilikuwa nikipanga kukuona, lakini hukufika!"
trust,"Niko njiani, nitafika ndani ya dakika 10."
scam,"Mpigie Mzee SALOME KALUNGA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0788542784"
scam,Basi iyo hela nitumie kwenye namba hii 0699137921 jina litakuja (SALOME KALUNGA) ile namba usitumie laini inamatatizo.
scam,Iyo ela itume humu kwenye TIGO 0615810764 jina lije JOACHIM KAPUFI.
trust,Tafadhali nipatie risiti ya manunuzi ya jana kwa ukaguzi.
scam,"VODA OFA hongera umepata zawadi Sh5,000,000 milioni kutoka (VODA OFA) piga sim,.0750335946 kupata zawadi  asante"
trust,Umeona video ya Harmonize aliyoposti leo? Jamaa anasema anaacha muziki!
trust,Upo wapi sasa?
scam,tuma kwenye namba hii ya Tigopesa 0675259049 jina litakuja MWANAIDI KHAMISI Ukituma unijulishe
scam,Utanitumia kwenye ii 0695567435 TIGO jina PEREGIA FILIPO namba yangu inadeni usiitumie
trust,"Simba walicheza vizuri jana, lakini Yanga waliwazidi ujanja dakika za mwisho."
trust,Uliona post ya Vanessa Mdee na Rotimi? Wanaonekana kama couple goals kabisa!
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0696530433 UKIWA TAYARI KUJIUNGA
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0699137921 au 0699137921"
trust,Tukutane saa moja jioni kwenye eneo lile.
scam,"Vodacom IG2A Imethibitishwa namba yako ya 078 ... imeshinda Tsh6,000,000.00/=million kutoka Tuzo point ilikupokea ela yako piga 0782435667 Asante"
trust,Asante kwa zawadi yako nzuri.
scam,"We need urgently Need Staff salary 1,500,000TZS. Reach HR team at: wa.me/2550750335946."
trust,Nahitaji maelekezo ya jinsi ya kufika nyumbani kwako.
trust,Kocha mpya wa Taifa Stars anafanya mabadiliko makubwa. Nafikiri timu itaimarika.
scam,Nitumie tu kwenye hii halotel 0657666983 jina SAID MTAALAM .
scam,"IYO PESA ITUME KWENYE NAMBA HII 0676584303 JINA ITALETA JOACHIM KAPUFI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,0755667788 Jina litakuja PEREGIA FILIPO Nitumie kwenye hiyo TIGO
trust,Ningependa kujua kama uko tayari kwa mahojiano ya kazi. Nimepata nafasi nzuri.
scam,Utanitumia kwa hîi VODACOM 0782734560 j'ina ni HADIJA LAI.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0787-406-889 AU 0787-406-889"
trust,"Nimepanga chakula cha jioni kwetu leo, najua utafurahi."
scam,"Mpigie Mzee PETER NYANGE kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0689592818"
scam,Nitumie tu kwenye hii HALOTEL 0657666983 jina JUMANNE YASINI MASAKA.
trust,Umesikia udaku wa jamaa?
trust,"Shikamoo mama, leo nitaenda sokoni kuchukua vitu ulivyoagiza."
scam,au iyo ela nitumie kwenye HaloPesa hii 0755667788 Jina litoke 0755667788.
scam,tuma kwenye namba hii ya M-Pesa 0773409724 jina litakuja SALOME KALUNGA Ukituma unijulishe
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0783654321 UKIWA TAYARI KUJIUNGA
scam,Tumia namba hii ya Tigo 0781476081 kutuma hiyo pesa jina PETER NYANGE
trust,"Hey, naomba nitumie picha ile ya mwisho ulionyesha kwenye chat yetu."
trust,Asante kwa ujumbe wako. Nitakutembelea nyumbani mwishoni mwa wiki ili tuzungumze zaidi kuhusu yale uliyoniambia.
scam,MPIGIE MZEE KHADIJA SUMBAI WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0696530433
scam,"Imethibitishwa, namba yako ya 0788542784 imejishindia TSH 1,500,000 kutoka OFA YAKO. Piga 0788542784 ili kupokea Pesa yako."
scam,0675259049 Jina litakuja JOACHIM KAPUFI Nitumie kwenye hiyo voda
scam,"Habari,mimi ALLY ISSA,hii namba yangu ya vodacom.Vp mbona shem ALLY ISSA, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
scam,"HALOTEL 7D0B Imethibitishwa namba yako ya 075 ... imeshinda Tsh6,000,000.00/=million kutoka TUZO  POINTI ilikupokea Hela yako piga 0675259049 Asante"
scam,MZEE HOSEA MKUMBUKWA tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0781476081)(0781476081)
scam,Basi iyo hela nitumie kwenye namba hii 0695567435 jina litakuja (MARIAM NDUGAI) ile namba usitumie laini inamatatizo.
trust,Kumbuka kuwa wewe ndiye sababu ya furaha yangu kila siku.
trust,Asante kwa kunikumbusha kuhusu shughuli hiyo.
scam,"We need urgently Need Staff salary 6,000,000TZS. Reach HR team at: wa.me/2550657538690."
scam,Iyo ela tuma humu kwenye tigo 0787-406-889 Jina lije HADIJA LAI.
trust,Ningependa kujua kama uko tayari kwa kikao cha familia Jumapili. Tafadhali nijulishe.
scam,Utanitumia. kwemye namba 0782734560 ya VODACOM jina LUKA KIMBANGU.
scam,Tumia namba hii ya Halotel 0654321098 kutuma hiyo hela jina ALLY ISSA
trust,"Nimeona video mpya ya Mbosso na Jovial, ni kali sana. Wamevuka level nyingine."
scam,MPIGIE MZEE JUMANNE YASINI MASAKA WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0698945621
trust,Nitakutafuta baadaye kwa maelezo zaidi kuhusu kazi mpya.
scam,Naomba unitumie iyo hela kwenye namba hii ya Airtel 0782435667. jina (PETER NYANGE)
scam,Nitumie tu kwenye hii Airtel 0755896103 jina SAID MTAALAM .
trust,"Mtoto wangu anasumbuliwa na homa, nipo nyumbani kumtibu."
scam,Iyo ela tuma humu kwenye halotel 0698945621 Jina lije MARIAM NDUGAI
trust,"Bro, uliona collabo ya Barnaba na Rayvanny? Jamaa wameua kwenye hiyo track."
scam,MZEE Ester kalobelo tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0676584303)(0676584303)
scam,Hela tuma kwa namba hii 0750335946 jina Magomba Maila
scam,Nitumie tu kwenye hii VODACOM 0654321098 jina Ester kalobelo.
scam,Iyo Hela itume humu kwenye Halotel 0657666983 jina lije PETER NYANGE.
scam,Samahani naomba itume kwenye Halotel 0689592818 HADIJA LAI.
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
trust,Nitakutumia ujumbe kamili wa taarifa ulizohitaji.
scam,mjukuu wangu utafuta ji wako mgumu Hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0784862618
scam,"Imethibitishwa, namba yako ya 0698945621 imejishindia TSH 10,000,000 kutoka VODA OFA. Piga 0698945621 ili kupokea hela yako."
trust,"Nashukuru kwa kila kitu, Mungu akubariki."
scam,"Dear, No need to go out work, just at home to earn 10,000,000TZS a day, please contact us: https://wa.me/2550755667788"
trust,Nitahitaji msaada wako kwenye project yangu kaka.
scam,tuma kwenye namba hii ya HaloPesa 0750335946 jina litakuja LINUSI MALALO Ukituma unijulishe
scam,Iyo ela tuma humu kwenye HALOTEL 0781476081 Jina lije Ester kalobelo
scam,MZEE JENEROZA ROCK BENEDICTO tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0789723456)(0789723456)
trust,Ya dunia ni mengi sana kak
scam,Iyo ela tuma humu kwenye voda 0773409724 Jina lije ABDALLAH MWANAKU
trust,Naomba niitumie picha ya leo.
scam,Basi iyo hela nitumie kwenye namba hii 0767274553 jina litakuja (NASHONI MBIRIBI) ile namba usitumie laini inamatatizo.
scam,"Airtel 94DY Imethibitishwa namba yako ya 078 ... imeshinda Tsh2,000,000.00/=million kutoka OFA YAKO ilikupokea ela yako piga 0698018072 Asante"
scam,Utanitumia. kwemye namba 0699137921 ya HALOTEL jina JOACHIM KAPUFI.
scam,"Vodacom 5HKP Imethibitishwa namba yako ya 078 ... imeshinda Tsh10,000,000.00/=million kutoka OFA YAKO ilikupokea ela yako piga 0767274553 Asante"
scam,Utanitumia kwa hîi Tigo 0750335946 j'ina ni LINUSI MALALO.
trust,Yupo sahihi
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0783582817 UKIWA TAYARI KUJIUNGA
scam,Iyo ela tuma humu kwenye HALOTEL 0755667788 Jina lije OLIVA MATIAS.
trust,"Nimesikia baridi inasumbua sana huko, tafadhali vaa vizuri."
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By NASHONI MBIRIBI,ni grp member"
scam,Utanitumia kwa hîi HALOTEL 0615810764 j'ina ni JUMA SIKAREKO.
trust,nafurahishwa sana kukuona ukiwa hai ndugu
trust,"Nashukuru kwa kunitumia hiyo fedha, nitaitumia kwa ajili ya gharama za matibabu."
trust,Nitakutumia maelezo ya akaunti yangu kwa ajili ya malipo.
scam,TUMIA NAMBA HII (0689592818)KUNITUMIA IYO HELA JINA LITAONYESHA (Magomba Maila)
trust,Usisahau kuniletea kile nilikuagiza.
trust,Mtoto wangu amepata homa.
scam,Au nitumie kwenye AirtelMoney Namba.0696530433 jina litakuja Magomba Maila
scam,Habari za muda. Mimi  mwenye nyumba wako hii namba yangu ya Airtel. Mbona kimya na siku zinazidi kwenda...?
scam,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0695567435
trust,"Tafadhali uwe na subira, kila kitu kiko sawa."
trust,"Je, tunaweza kutoka pamoja wikiendi hii? Nina mipango mazuri kwetu."
scam,Utanitumia kwenye ii 0733822240 voda jina JOACHIM KAPUFI namba yangu inadeni usiitumie
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0676584303 AU 0676584303"
scam,Iyo Pesa itume humu kwenye Vodacom 0617488472 jina lije SALOME KALUNGA.
trust,Nimepata habari njema.
scam,Iyo Pesa itume humu kwenye halotel 0615810764 jina lije LINUSI MALALO.
trust,Tafadhali njoo na kadi yako ya ushirika kwa mkutano wa saccos.
scam,"Habari za siku,mimi LUKA KIMBANGU,hii namba yangu ya Vodacom.Vp mbona shem LUKA KIMBANGU, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
scam,Habari za mchana. Mimi  mwenye nyumba wako hii namba yangu ya Vodacom. Mbona kimya na siku zinazidi kwenda...?
trust,Asante sana kwa msaada wako jana.
trust,Ripoti yako imepokelewa na tumepanga kuisoma kesho asubuhi kwenye mkutano wa timu.
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0698018072 UKIWA TAYARI KUJIUNGA
scam,Tumia namba hii ya TIGO 0781476081 kutuma hiyo ela jina JUMA SIKAREKO
scam,ela tuma kwa namba hii 0750335946 jina LUKA KIMBANGU
scam,"We need urgently Need Staff salary 5,000,000TZS. Reach HR team at: wa.me/2550781476081."
scam,Au nitumie kwenye M-Pesa Namba.0696530433 jina litakuja OLIVA MATIAS
scam,"Habari za siku,mimi MARIAM NDUGAI,hii namba yangu ya vodacom.Vp mbona shem MARIAM NDUGAI, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
scam,Utanitumia kwenye ii 0699137921 TIGO jina JUMA SIKAREKO namba yangu inadeni usiitumie
trust,Tanzania tunajivunia sana kuwa na Huyu Jamaa Anajua sana kaka
trust,Nimefurahi kuona maendeleo yako kazini.
trust,Masha Allah amekaa kistaarabu
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
trust,"Watoto wanasalimia, wanasema wanakukosa sana."
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0655251448 au 0655251448"
trust,Nawakubari xn unyama mwingi
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0675259049"
scam,Utanitumia kwa hîi VODACOM 0781476081 j'ina ni LUKA KIMBANGU.
trust,"Usiku mwema, tutaongea kesho."
scam,"Habari za mda huu,mimi SAID MTAALAM ,hii namba yangu ya Vodacom.Vp mbona shem SAID MTAALAM , anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
trust,Tafadhali nitumie taarifa kamili kuhusu mkutano wa kesho.
trust,"Bro, mechi ya jana ilikosa ladha bila magoli ya kutosha."
trust,"Usisahau kuleta vitabu vya hesabu kesho, tutafanya mazoezi darasani."
scam,Pesa tuma kwa namba hii 0783582817 jina JOACHIM KAPUFI
scam,Iyo ela tuma humu kwenye Tigo 0750335946 Jina lije Magomba Maila.
trust,Umeona nyumba mpya ya Diamond? Jamaa anaishi maisha ya kifahari kweli.
trust,MUNGU BABA WA MBINGUNI Akubariki
trust,"Dah, uliona beef ya kina Roma na Fid Q? Wanapashana kweli kwenye Twitter."
scam,Utanitumia kwenye ii 0784862618 Vodacom jina ALLY ISSA namba yangu inadeni usiitumie
scam,"We need urgently Need Staff salary 2,000,000TZS. Reach HR team at: wa.me/2550698018072."
trust,"Kwa maoni yangu, Kocha wa Yanga anahitaji muda zaidi kujenga timu imara."
trust,"Usiku wa jana ulikuwa wa kupendeza sana, asante kwa kuwa nami."
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,"Imethibitishwa, namba yako ya 0617488472 imejishindia TSH 170,000 kutoka Tuzo Point. Piga 0617488472 ili kupokea pesa yako."
scam,0698945621 Jina litakuja JENEROZA ROCK BENEDICTO Nitumie kwenye hiyo Halotel
scam,au iyo ela nitumie kwenye M-Pesa hii 0698018072 Jina litoke 0698018072.
scam,MPIGIE MZEE LUKA KIMBANGU WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0698018072
scam,Au nitumie kwenye M-Pesa Namba.0698945621 jina litakuja JENEROZA ROCK BENEDICTO
scam,"We need urgently Need Staff salary 6,000,000TZS. Reach HR team at: wa.me/2550787-406-889."
scam,MZEE SAID MTAALAM  tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0783654321)(0783654321)
scam,Naomba unitumie iyo hela kwenye namba hii ya Tigo 0747878264. jina (FEBU SHADI WILISON)
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0781476081 AU 0781476081"
trust,"Ule mpira wa jana, Tottenham walionekana kupotea kabisa!"
scam,Naomba unitumie iyo Pesa kwenye namba hii ya Vodacom 0782435667. jina (RAMATUNGU)
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,Utanitumia kwenye ii 0755896103 Vodacom jina JOACHIM KAPUFI namba yangu inadeni usiitumie
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0787-406-889 UKIWA TAYARI KUJIUNGA
scam,"Congratulations! Your CV has passed. You can get 5,000,000TZS in a day. for details: wa.me/2550782435667"
scam,Basi iyo hela nitumie kwenye namba hii 0787-406-889 jina litakuja (ABDALLAH MWANAKU) ile namba usitumie laini inamatatizo.
trust,Yule msanii wa Hip Hop ameanza biashara ya mavazi. Watu wanasema nguo zake ziko vizuri.
scam,au iyo ela nitumie kwenye m-pesa hii 0788542784 Jina litoke 0788542784.
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550783654321."
trust,"Nasikia kuna show kubwa Dar es Salaam, watakuwepo mastaa wote wa muziki."
scam,Tumia namba hii ya airtel 0767274553 kutuma hiyo pesa jina Magomba Maila
scam,"IYO PESA ITUME KWENYE NAMBA HII 0767274553 JINA ITALETA JENEROZA ROCK BENEDICTO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,Utanitumia kwenye ii 0750335946 tigo jina JUMA SIKAREKO namba yangu inadeni usiitumie
trust,"Huwezi fananisha Neymar na Mbappe. Wote ni bora, lakini Mbappe ana kasi ya kipekee."
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0784862618 au 0784862618"
scam,"We need urgently Need Staff salary 2,000,000TZS. Reach HR team at: wa.me/2550716484506."
scam,Basi iyo hela nitumie kwenye namba hii 0784862618 jina litakuja (PEREGIA FILIPO) ile namba usitumie laini inamatatizo.
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0786543210 au 0786543210"
trust,"Bro, kuna documentary inatoka kuhusu historia ya Bongo Flava. Lazima tuiangalie."
scam,Au nitumie kwenye HaloPesa Namba.0699137921 jina litakuja JUMA SIKAREKO
scam,"Congratulations! Your CV has passed. You can get 170,000TZS in a day. for details: wa.me/2550788542784"
trust,"Bro, Arsenal wameanza vizuri msimu huu. Nafikiri wanaweza kuchukua taji."
scam,"Mpigie Mzee RAMATUNGU kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0698945621"
trust,Nimefurahi kusikia mtoto anaendelea vizuri na shule.
scam,MZEE PEREGIA FILIPO tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0617488472)(0617488472)
trust,Nitakupigia baadae.
scam,mjukuu wangu utafuta ji wako mgumu Hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0698945621
scam,"Dear, No need to go out work, just at home to earn 1,500,000TZS a day, please contact us: https://wa.me/2550617488472"
scam,TUMIA NAMBA HII (0689592818)KUNITUMIA IYO HELA JINA LITAONYESHA (LINUSI MALALO)
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By JENEROZA ROCK BENEDICTO,ni grp member"
trust,"Niambie ukweli, unafikiri Ronaldo bado ana kiwango cha juu?"
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By ABDALLAH MWANAKU,ni grp member"
scam,TUMIA NAMBA HII (0716484506)KUNITUMIA IYO HELA JINA LITAONYESHA (RAMATUNGU)
trust,"Kuna tatizo la maji mtaani, tumepanga kukutana na uongozi kesho."
trust,Hali ya afya yako ikoje sasa?
scam,We need urgently Need Staff salary 120000TZS. Reach HR team at: wa.me/2550750335946.
scam,tuma kwenye namba hii ya HaloPesa 0789723456 jina litakuja ABDALLAH MWANAKU Ukituma unijulishe
scam,"We need urgently Need Staff salary 6,000,000TZS. Reach HR team at: wa.me/2550675259049."
trust,Uliona ile live ya Harmonize? Jamaa alizungumzia mengi kuhusu maisha yake binafsi.
scam,Utanitumia kwa hîi Tigo 0696530433 j'ina ni HOSEA MKUMBUKWA.
scam,"IYO PESA ITUME KWENYE NAMBA HII 0657538690 JINA ITALETA JOACHIM KAPUFI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0747878264 AU 0747878264"
scam,MPIGIE MZEE ALLY ISSA WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0773409724
trust,Nitakutafuta baadaye kwa mazungumzo zaidi.
trust,Nimepata tiketi ya bus.
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0675259049 UKIWA TAYARI KUJIUNGA
